country,username,post_id,uploader_id,collection_time,upload_date,post_text,comments_amount,retweet_amount,like_amount,views_amount,conflict_sentiment,lang,israel_related_similarity,israel_related_class_from_similarity,conflict_sentiment_v,cluster_idx,cluster_label
us,senjackyrosen,1740462297209082356_a,818554054309715969_a,2023-12-28 23:38:40.133000,2023-12-28 19:58:42,"I’m willing to work with anyone – no matter the party – to solve problems &amp; get things done for Nevadans.

My record shows that. I’m proud that over 97% of the legislation I introduced this year was bipartisan. https://t.co/XFKQkVZnbP",8,11,23,930.0,0,en,0.6879936413125014,0.0,0,2,Public Service and Community Engagement
us,repmikelevin,1740436198902927847_a,1072134139560620033_a,2023-12-28 23:38:40.177000,2023-12-28 18:15:00,"Earlier this month, I had the privilege of meeting with the superintendents and board members of seven school districts in North County SD. As the father of two kids in public school, I know just how important it is to support our local school districts. https://t.co/EvE6YuL0aI",2,0,5,336.0,0,en,0.710036296251274,0.0,0,2,Public Service and Community Engagement
us,repluna,1740482364105732562_a,1610230835289923584_a,2023-12-28 23:38:41.286000,2023-12-28 21:18:26,Can confirm 🏝️😎,30,16,139,5233.0,0,en,0.6876012115057729,0.0,0,-1,outlier
us,boblatta,1740467497348788291_a,15394954_a,2023-12-28 23:38:41.029000,2023-12-28 20:19:22,"This week, Joe Centers - who is the managing editor of the Norwalk Reflector - will be retiring after 44 years at the paper. Congratulations on your retirement, Joe!  I hope you’re able to enjoy extra time with your friends and family!

https://t.co/2W21zRGWMH",1,1,2,286.0,0,en,0.6802071963567325,0.0,0,2,Public Service and Community Engagement
us,repluna,1740431376300827104_a,1610230835289923584_a,2023-12-28 23:38:41.286000,2023-12-28 17:55:50,"Joe Biden and his administration promised us a “return to normalcy.” If this is normal, then I don’t want it!",221,105,690,12474.0,0,en,0.7069943269787412,0.0,0,1,U.S. Immigration and Border Security
us,repbonamici,1740432428890534276_a,558769636_a,2023-12-28 23:38:40.841000,2023-12-28 18:00:01,"Gun violence should not be treated as inevitable. Commonsense strategies, like expanded background checks, can prevent further tragedies and loss of lives. https://t.co/A4M4DPXHEN",1,2,3,224.0,0,en,0.752217474032852,1.0,0,2,Public Service and Community Engagement
us,repjoecourtney,1740481497335754766_a,85396297_a,2023-12-28 23:38:40.893000,2023-12-28 21:15:00,"From hiking to camping, fishing, disc golf, &amp; more, West Thompson Lake is a recreation hub for northeast CT.

I visited the Army Corps of Engineers to see how the Infrastructure Law has made boat launch improvements possible and will fund resiliency upgrades to the dam. https://t.co/RIMV0Hnhos",0,1,9,339.0,0,en,0.713674732780673,0.0,0,2,Public Service and Community Engagement
us,pattymurray,1740516729711919427_a,293131808_a,2023-12-28 23:38:41.781000,2023-12-28 23:35:00,"🤰Protections for pregnant workers
💊Lower prescription drug prices for seniors
💵More Pell Grant funding for students

These are just some of the things that took effect in 2023 thanks to Democrats' work for the American people—and I'll keep pushing for more progress. https://t.co/YLL2OCmdw8",1,3,9,336.0,0,en,0.7101076984246121,0.0,0,2,Public Service and Community Engagement
us,pattymurray,1740429404126298441_a,293131808_a,2023-12-28 23:38:41.781000,2023-12-28 17:48:00,"From empowering Medicare to bring Big Pharma to the negotiating table, to capping the costs of insulin at $35/month for seniors &amp; taking the biggest action on the climate crisis in history, Democrats' Inflation Reduction Act was bold progress that I'll keep working to build on.",67,28,101,4747.0,0,en,0.7159278506852799,1.0,0,2,Public Service and Community Engagement
us,reprobertgarcia,1740475278881927542_a,1602792195878047744_a,2023-12-28 23:38:41.151000,2023-12-28 20:50:17,"Pizza Hut should be ashamed. Laying off 1200 delivery drivers over the Holidays to avoid paying them a living wage is disgraceful. I will always stand with working families and Pizza Hut should stand by their employees.
https://t.co/phhjDhHVAH",30,29,127,2208.0,0,en,0.7045373658164942,0.0,0,2,Public Service and Community Engagement
us,repyoungkim,1740515471345234425_a,1344677401465397249_a,2023-12-28 23:38:41.867000,2023-12-28 23:30:00,"From communications to remote sensing &amp; safety gear, emerging technologies can improve wildfire response.

I'm proud to lead the Wildfire Tech DEMO Act to ensure first responders have the tools they need to prevent, detect, &amp; contain wildfires.
https://t.co/8RlL4BNi50",3,2,4,127.0,0,en,0.7157307975517155,1.0,0,2,Public Service and Community Engagement
us,repyoungkim,1740462625924976986_a,1344677401465397249_a,2023-12-28 23:38:41.867000,2023-12-28 20:00:00,"Policies from Congress should make life more affordable, not less.

I’m fighting to bring common sense, rein in reckless spending contributing to persistent inflation, and get our country back on track.",17,4,21,851.0,0,en,0.7208128586374987,1.0,0,2,Public Service and Community Engagement
us,repstefanik,1740494835289591863_a,2962813893_a,2023-12-28 23:38:42.048000,2023-12-28 22:08:00,"The American people are smart they know #Bidenomics has crushed hardworking Americans.

“Average people are ticked off that 'Bidenomics' made them poorer”
https://t.co/nQBACxfjI1",95,19,125,6051.0,0,en,0.6919126447435365,0.0,0,2,Public Service and Community Engagement
us,reptiffany,1740438439668203567_a,1267841066335682562_a,2023-12-28 23:38:42.241000,2023-12-28 18:23:54,"Secretary Blinken is now calling Biden’s Border Crisis “irregular migration.”

A caravan of up to 15,000 illegal immigrants are on their way to our southern border. 

This is not “irregular migration.” This is an invasion.",22,24,56,3012.0,0,en,0.7407922782208556,1.0,0,1,U.S. Immigration and Border Security
us,repstefanik,1740467404449481046_a,2962813893_a,2023-12-28 23:38:42.048000,2023-12-28 20:19:00,"House Republicans have done our job passing the strongest border security bill in history.

It is time for Chuck Schumer and Joe Biden to act.

“November saw nearly quarter of a million migrant encounters amid new border surge”
https://t.co/qUQr2tztOz",220,115,350,10698.0,0,en,0.7219972753945415,1.0,0,1,U.S. Immigration and Border Security
us,repstefanik,1740439218835411284_a,2962813893_a,2023-12-28 23:38:42.048000,2023-12-28 18:27:00,"🚨🚨🚨
https://t.co/3bqZ1hStkM",116,89,284,11980.0,0,en,0.7183046112060298,1.0,0,-1,outlier
us,replaturner,1740442457190387952_a,1345850704800468993_a,2023-12-28 23:38:41.997000,2023-12-28 18:39:52,"My office helped return $4.4 million to Kansans this year from the IRS, VA, SBA, and other federal agencies.

If you need assistance navigating our burdensome federal government, give my office a call or visit us online. We will go to the mat to ensure you get the treatment you… https://t.co/RsL8Z6T2LZ",4,1,8,275.0,0,en,0.6856460315847186,0.0,0,2,Public Service and Community Engagement
us,robwittman,1740507639375712299_a,15356407_a,2023-12-28 23:38:42.177000,2023-12-28 22:58:52,"As China threatens to take Taiwan by force and Hamas continues its abhorrent acts of terror, America must strengthen our ties with allies and partners in the Indo-Pacific and the Middle East. 

I discussed this and more with @EdwardLawrence on @FoxBusiness.

Watch ⬇️ https://t.co/18ol6zM9uX",4,1,0,259.0,3,en,0.7772711485158095,1.0,9,2,Public Service and Community Engagement
us,repmariasalazar,1740469842745114969_a,1325928411689349120_a,2023-12-28 23:38:42.203000,2023-12-28 20:28:41,"The Monroe Doctrine has kept America safe for 200 years. Today, foreign threats no longer come from old colonial empires but from totalitarians in Beijing, Moscow, &amp; Tehran.

We must renew our commitment to the Monroe Doctrine and send our enemies packing.
https://t.co/8hvRq7iieJ",7,7,26,1407.0,0,en,0.7251554415998412,1.0,0,2,Public Service and Community Engagement
us,replloyddoggett,1740477493541531805_a,153944899_a,2023-12-28 23:38:42.093000,2023-12-28 20:59:05,"Earlier this month, together with colleagues, we urged @TheJusticeDept to stop implementation of a new discriminatory, unconstitutional Texas law, SB4. DOJ has just heeded our call.

Gov. Abbott’s failed Operation Lone Star undermines federal immigration enforcement.",0,7,27,1405.0,0,en,0.7147742062659568,0.0,0,1,U.S. Immigration and Border Security
us,repnikkib,1740513251396653531_a,1603476713995911168_a,2023-12-28 23:38:42.295000,2023-12-28 23:21:10,"As we say goodbye to 2023, I wanted to take a quick look back on all of the amazing work we got done this year. Follow along as we highlight our accomplishments!

Thank you to everyone who helped make these achievements possible! https://t.co/PVdeztaZWb",0,1,1,81.0,0,en,0.6988499138856876,0.0,0,2,Public Service and Community Engagement
us,replloyddoggett,1740455835158171774_a,153944899_a,2023-12-28 23:38:42.093000,2023-12-28 19:33:01,"Submitting a FAFSA form should be fast &amp; easy, but bureaucratic delays to streamline the process have unnecessarily burdened families.

Starting Dec. 31, the newly updated 2024-25 FAFSA form will be available. Here's what you need to know to be prepared ⬇️
https://t.co/eUlHMeQjGR",0,3,10,787.0,0,en,0.6945653294201264,0.0,0,-1,outlier
us,repbentz,1740446768540815543_a,1345788865911656454_a,2023-12-28 23:38:42.940000,2023-12-28 18:57:00,"The economic impact of #Bidenomics is causing financial hardship for ALL Americans.
https://t.co/t7uDqiM67Z",8,2,11,325.0,0,en,0.735000420982806,1.0,0,2,Public Service and Community Engagement
us,senkevincramer,1740494443940286954_a,1048784496_a,2023-12-28 23:38:43.289000,2023-12-28 22:06:26,Kris and I pray for a quick and full recovery for US Army pilot and ND native Garrett Illerbrunn who was one of the three service members injured by a drone attack on the Erbil Air Base in Iraq. His valor and service to our country does not go unnoticed. https://t.co/ojDexjy1GQ,6,0,6,615.0,0,en,0.7410515850798345,1.0,0,2,Public Service and Community Engagement
us,senamyklobuchar,1740491404655411365_a,22044727_a,2023-12-28 23:38:42.892000,2023-12-28 21:54:22,"The defense bill is now law, and my bipartisan amendment with @SenJohnBarrasso, @SenTinaSmith, and @SenLummis to ensure our C-130 fleet is maintained will bolster the readiness of Minnesota’s 133rd Airlift Wing and the National Guard across the country.",7,6,15,1353.0,0,en,0.737757224957811,1.0,0,2,Public Service and Community Engagement
us,zachnunn,1740462624905789849_a,1610323831809363971_a,2023-12-28 23:38:42.770000,2023-12-28 20:00:00,"This year has marked 20 years since I first joined the Air Force. Fighting for our country in Congress and in uniform has - and will continue to be - the honor of a lifetime!
https://t.co/LmCyHDv0Zz",1,0,1,102.0,0,en,0.7489595460462486,1.0,0,2,Public Service and Community Engagement
us,robwittman,1740427199126143468_a,15356407_a,2023-12-28 23:38:42.177000,2023-12-28 17:39:14,"I had a productive meeting with General David Allvin, acting chief of staff of the @usairforce, to discuss the service branch’s priorities for the coming year. 

I will always work to ensure our warfighters have the tools and resources they need to carry out their missions. https://t.co/spBHqIHztN",3,0,7,386.0,0,en,0.7523121405574363,1.0,0,2,Public Service and Community Engagement
us,replaurellee,1740498358597242889_a,1608230657796227072_a,2023-12-28 23:38:43.033000,2023-12-28 22:22:00,"My team &amp; I served hundreds of our nation's heroes and returned over a million dollars back to their pockets in 2023.

We stand ready to assist our servicemembers and veterans who are in need of help with the VA or another federal agency. Call my office or visit my website. https://t.co/DADAuVH42n",0,1,5,94.0,0,en,0.7055184743128899,0.0,0,2,Public Service and Community Engagement
us,billpascrell,1740492616373051658_a,74508260_a,2023-12-28 23:38:42.942000,2023-12-28 21:59:11,RT @BillPascrell: The republicans are openly admitting they want to steal your social security and medicare and then force you to work till…,0,470,0,,0,en,0.6953638759808064,0.0,0,2,Public Service and Community Engagement
us,replaurellee,1740428866257121760_a,1608230657796227072_a,2023-12-28 23:38:43.033000,2023-12-28 17:45:51,"The American people are feeling the negative effects of rising inflation and weak economic policies—especially in their pocketbooks.

It’s time to rein in Washington’s irresponsible spending and advance fiscal responsibility.",1,1,7,342.0,0,en,0.7379753694876631,1.0,0,2,Public Service and Community Engagement
us,billpascrell,1740438573730693340_a,74508260_a,2023-12-28 23:38:42.942000,2023-12-28 18:24:26,As we approach the new year we can mark the least productive Congress in generations -- Congress's production is down over 90%(!!) with the fewest laws passed in 50 years thanks to extremist do-nothing republicans https://t.co/Nnprw7Z2fC,36,68,138,7799.0,0,en,0.7191781797966941,1.0,0,2,Public Service and Community Engagement
us,billpascrell,1740432610818691570_a,74508260_a,2023-12-28 23:38:42.942000,2023-12-28 18:00:44,RT @chelliepingree: I couldn’t be more grateful for the work my staff does day in and day out behind the scenes to help First District Main…,0,9,0,,0,en,0.6980759898540327,0.0,0,2,Public Service and Community Engagement
us,repdinatitus,1740447257579950379_a,122174004_a,2023-12-28 23:38:43,2023-12-28 18:58:56,"50 years ago the #EndangeredSpeciesAct was signed into law by President Richard Nixon.

We must continue the bipartisan precedent of conserving ecosystems and habitats that impact endangered species, including the 39 here in Nevada. @LCVoters https://t.co/z0E4kU7uCY",3,1,6,416.0,0,en,0.7006464743702752,0.0,0,-1,outlier
us,senschumer,1740464325477756951_a,17494010_a,2023-12-28 23:38:43.431000,2023-12-28 20:06:46,"Following my push, the Treasury department has now released direct pay guidance for schools, churches, tribes, public utilities like NYPA, and more. We’re going to keep working to make sure they can all take advantage of these clean energy incentives.",206,86,319,50810.0,0,en,0.7184944202783121,1.0,0,2,Public Service and Community Engagement
us,replangworthy,1740502207529689399_a,1611396007111057408_a,2023-12-28 23:38:43.434000,2023-12-28 22:37:17,"This morning, I hosted a productive roundtable in Steuben with local law enforcement, government officials, and stakeholders, including Hornell Police Chief TJ Murray and Corning Police Chief Kenzie Spaulding. 

We discussed critical measures, including the HALT Fentanyl Act… https://t.co/n47ZPtLyKi",1,1,1,106.0,0,en,0.7147081855812754,0.0,0,-1,outlier
us,repstricklandwa,1740508561539727822_a,1343646545955213312_a,2023-12-28 23:38:43.027000,2023-12-28 23:02:32,Patsy Surh Place will bring 77 units of much-needed low-income senior housing to Tacoma and #SouthSound- with a focus on AAPI elders. Great to join @LIHIhousing and @APCC96 for their groundbreaking on this new construction. https://t.co/Kkuk4TfuHO,0,1,4,127.0,0,en,0.6997586670199003,0.0,0,2,Public Service and Community Engagement
us,jayobernolte,1740445085882319177_a,272482466_a,2023-12-28 23:38:43.712000,2023-12-28 18:50:19,"Today is Pledge of Allegiance Day, which commemorates the date Congress adopted the Pledge into the United States Flag Code. “I pledge allegiance to the Flag of the United States of America and to the Republic for which it stands, one Nation under God, indivisible, with liberty… https://t.co/JWxbYbNUXN",6,5,11,293.0,0,en,0.7044163673848342,0.0,0,-1,outlier
us,repandykimnj,1740480305251938587_a,1078771848882593793_a,2023-12-28 23:38:43.890000,2023-12-28 21:10:15,"You shouldn’t have to wait long for a refund. After weeks of waiting, we are glad to have been able to get Cindy the quick answers she always deserved.
 
Reach out if you need assistance at https://t.co/dIekOnOt0F https://t.co/D8Ck45X1qz",2,5,20,814.0,0,en,0.6884136486053508,0.0,0,2,Public Service and Community Engagement
us,repricklarsen,1740463356354445617_a,404132211_a,2023-12-28 23:38:43.894000,2023-12-28 20:02:55,"RT @VAPugetSound: VA Puget Sound is hosting its fifth round of Toxic Exposure Screening and Claims Clinics.

January 2024 | 9 a.m. – 3 p.m.…",0,2,0,,0,en,0.6785971325596134,0.0,0,2,Public Service and Community Engagement
us,bradsherman,1740493919052603608_a,30216513_a,2023-12-28 23:38:44.144000,2023-12-28 22:04:21,"This is the greatest humanitarian crisis of the decade, though it gets so little attention.

@USAID needs to make this its first priority.

#Ethiopia #Tigray 

""In northern Ethiopia, a new famine could rival the worst of the past"" by @globeandmail ⬇️
https://t.co/b1kaN5IWk2",30,133,91,7501.0,0,en,0.783169134261309,1.0,0,1,U.S. Immigration and Border Security
us,reprosendale,1740503888246284758_a,1344751420139040783_a,2023-12-28 23:38:43.982000,2023-12-28 22:43:58,"Like many concepts originating in Washington, the ESA, while well-intentioned, has abused property rights and empowered bureaucrats for many years and needs dramatic reforms.",0,5,18,1336.0,0,en,0.7423302905845045,1.0,0,-1,outlier
us,jim_jordan,1740446497202995373_a,18166778_a,2023-12-28 23:38:44.392000,2023-12-28 18:55:55,"RT @JudiciaryGOP: #NEWS: @Jim_Jordan &amp; @RepJamesComer demand Michael Lewitt, a Biden family business associate, appear for a transcribed in…",0,141,0,,0,en,0.6952334594607447,0.0,0,-1,outlier
us,repblakemoore,1740482225827934644_a,1337452596093587462_a,2023-12-28 23:38:44.323000,2023-12-28 21:17:53,"RT @deseretmagazine: See how @RepBlakeMoore is balancing family prayers with legislative duties. | By @BrighamTomco 
https://t.co/6SO5ts6T1u",0,2,0,,0,en,0.7301878950569294,1.0,0,2,Public Service and Community Engagement
us,repgregmurphy,1740473344586314059_a,1173978070535024642_a,2023-12-28 23:38:45.669000,2023-12-28 20:42:36,"Fauci @Dr_AnthonyFauci lied to Congress and to the World. The lethal COVID virus came from the WVI, leaked out and has killed 20+million people worldwide. When is @POTUS going to hold China accountable and when is the DOJ going to prosecute Fauci?? https://t.co/ToWC4wguxb",24,22,53,2194.0,0,en,0.7056628197943112,0.0,0,2,Public Service and Community Engagement
us,reprosendale,1740496410225922167_a,1344751420139040783_a,2023-12-28 23:38:43.982000,2023-12-28 22:14:15,"Glad to see Colorado is not going to ignore the law. 

We must do everything we can to ensure these Leftist judges across the country don’t interfere in our elections. End this political witch hunt against President Trump!",14,19,89,1925.0,0,en,0.7010180617766171,0.0,0,2,Public Service and Community Engagement
us,bradsherman,1740484883494166939_a,30216513_a,2023-12-28 23:38:44.144000,2023-12-28 21:28:27,"Since #October7, anti-Israel commentators have waged a shameful campaign of denial around Hamas's brutal massacre. 

But this must-read @NYTimes investigation makes it clear that there's no denying the campaign of rape &amp; sexual violence carried out by #Hamas on that horrific day.",5,1,4,979.0,3,en,0.8093735594626893,1.0,3,0,October 7th Hamas Attacks and Their Aftermath
us,senjoniernst,1740492582164062267_a,2856787757_a,2023-12-28 23:38:44.883000,2023-12-28 21:59:03,"On top of rising prices for everyday goods, Iowa’s ag community is facing all-time high fertilizer costs. 

@ChuckGrassley and I are teaming up to force Biden’s USDA to create more transparency around why fertilizer costs are so high and how we can work to bring them down. https://t.co/ZLgS7qzbBu",20,2,14,2060.0,0,en,0.7233143863535453,1.0,0,2,Public Service and Community Engagement
us,jim_jordan,1740446322745061473_a,18166778_a,2023-12-28 23:38:44.392000,2023-12-28 18:55:13,"“House GOP calls on James Biden's business associate to testify in Joe Biden impeachment inquiry”

https://t.co/SZIMAGOlgh",156,110,579,34981.0,0,en,0.7184348157011907,1.0,0,-1,outlier
us,repcolinallred,1740494456560996806_a,1078355119920562176_a,2023-12-28 23:38:45.038000,2023-12-28 22:06:29,"Applications for the Low Income Energy Assistance Program are open. Texas families can use LIEAP to help lower utility costs, stay warm this winter, and pay for energy repairs.

Lowering costs for North Texans will always be a priority. Learn how to apply: https://t.co/fgsPfYhbPh",2,6,12,835.0,0,en,0.7014873291010668,0.0,0,2,Public Service and Community Engagement
us,repschneider,1740466398114279605_a,1071840474_a,2023-12-28 23:38:45.748000,2023-12-28 20:15:00,"Norman, a Junior Achievement Student at North Chicago High School connected with me to chat about the importance of learning how to approach financial responsibility at a young age. As a former Junior Achievement Student, I was happy to connect with the next generation. https://t.co/855TMaojPH",1,0,3,369.0,0,en,0.6834521254180246,0.0,0,2,Public Service and Community Engagement
us,replangworthy,1740445649672520081_a,1611396007111057408_a,2023-12-28 23:38:43.434000,2023-12-28 18:52:33,"RT @RepJamesComer: 🚨🚨🚨

We are compelled to examine as part of our impeachment inquiry whether President Joe Biden engaged in a conspiracy…",0,668,0,,0,en,0.7120162499613265,0.0,0,-1,outlier
us,repmolinarony19,1740447576661614947_a,1603419749748297728_a,2023-12-28 23:38:44.159000,2023-12-28 19:00:12,31! That’s the number of BIPARTISAN bills I fought to pass on issues like the mental health &amp; the opioid crisis. https://t.co/F7jLpMdaBd,10,4,11,905.0,0,en,0.7155581321345736,1.0,0,2,Public Service and Community Engagement
us,repbeccab,1740443865700868279_a,1606115178210365448_a,2023-12-28 23:38:44.081000,2023-12-28 18:45:28,"This year, my team provided assistance with federal agencies to families from every single county this year. 

We want to help your family too. If you need help with a federal issue, from Social Security to veterans' benefits, call (802) 652-2450 or visit https://t.co/NUX9fvBaTq. https://t.co/yzRQRzNfu0",3,3,12,499.0,0,en,0.6990909430918293,0.0,0,2,Public Service and Community Engagement
us,senatorbaldwin,1740468521602334959_a,1074518754_a,2023-12-28 23:38:44.161000,2023-12-28 20:23:26,"Wisconsin’s Hmong veterans answered the call of service with bravery, and we owe them for their great sacrifice to our country. 

I’m proud to be leading the effort to honor and recognize their courageous service with the Congressional Gold Medal.
https://t.co/IiSI8INWlg",10,19,76,2089.0,0,en,0.7236595478813238,1.0,0,2,Public Service and Community Engagement
us,repsusielee,1740465845946695855_a,1079061579973439488_a,2023-12-28 23:38:45.761000,2023-12-28 20:12:48,"Nevadans know the consequences of our climate crisis because we’re on the frontlines of it.

But with new funding to help prevent wildfires, we can help protect ourselves from its worst consequences while fighting for a climate forward future. https://t.co/NLqX6iTrDw",1,4,8,328.0,0,en,0.7266190132468512,1.0,0,2,Public Service and Community Engagement
us,reptonygonzales,1740430118106104139_a,1343627416120532992_a,2023-12-28 23:38:45.970000,2023-12-28 17:50:50,"Texas Congressman on migration crisis: ‘Talk is cheap’ — @BBCWorld ⬇️

https://t.co/rJPILB8CTm",15,3,15,978.0,0,en,0.7450811770729288,1.0,0,1,U.S. Immigration and Border Security
us,repbethvanduyne,1740514059089215498_a,1339633259349745670_a,2023-12-28 23:38:45.917000,2023-12-28 23:24:23,"Once again, the Biden Administration WILL DO ANYTHING to prevent even a shred of security at our southern border. Overwhelming our nation with mass illegal immigration is EXACTLY what these insane extremists want. I hope the Mayors of New York, Chicago, and every other Sanctuary…",1,3,8,366.0,Azure content filter,en,0.727084321511958,1.0,0,1,U.S. Immigration and Border Security
us,jim_jordan,1740445252975317371_a,18166778_a,2023-12-28 23:38:44.392000,2023-12-28 18:50:58,"RT @kentran_: New: House Oversight and Judiciary are requesting Michael Lewitt to testify.

Lewitt is one of James Biden's ex-business part…",0,70,0,,0,en,0.6965898604905897,0.0,0,-1,outlier
us,repbrianbabin,1740456432154354088_a,2929491549_a,2023-12-28 23:38:46.245000,2023-12-28 19:35:24,"RT @JudiciaryGOP: 22,000 in a week. 

That’s 88,000 a month. 

Over 1,000,000 per year. 

* IN ONE SECTOR ALONE *",0,140,0,,0,en,0.7017182809574505,0.0,0,1,U.S. Immigration and Border Security
us,senkatiebritt,1740436822512304272_a,1597271188383866883_a,2023-12-28 23:38:46.007000,2023-12-28 18:17:28,"Our Pledge of Allegiance is one of America’s civic pillars. Let today serve as a reminder that we are blessed to live in the greatest country ever known, as we recommit to being “one Nation under God, indivisible, with liberty and justice for all.” https://t.co/vs9k9iUi5B",16,14,97,2840.0,0,en,0.7158401728516015,1.0,0,-1,outlier
us,repangiecraig,1740427347445326066_a,1080222360643485698_a,2023-12-28 23:38:46.008000,2023-12-28 17:39:49,"One of my top priorities in Congress is ensuring the safety &amp; security of Minnesota’s communities.
 
This year, I secured more than $865,000 for local law enforcement to hire new officers, support mental health programs &amp; invest in behavioral health units. https://t.co/FT8fXkzrGP",0,2,5,473.0,0,en,0.7267138156571306,1.0,0,2,Public Service and Community Engagement
us,rep_stansbury,1740432429998080431_a,1404519992582942724_a,2023-12-28 23:38:46.186000,2023-12-28 18:00:01,"Reminder: Tax cuts for corporations and the uber rich don’t actually trickle down. They just make the rich richer.

How does this help the working people?",57,25,89,3300.0,0,en,0.6972162563607859,0.0,0,2,Public Service and Community Engagement
us,deptofdefense,1740507923896254921_a,66369181_a,2023-12-28 23:38:46.243000,2023-12-28 23:00:00,"Coast Guard heroes in action! 🚁 The MH-60 Jayhawk crew swiftly rescued six mariners whose vessel sank near Puerto Plata, Dominican Republic. Grateful for the teamwork with @CarnivalCruise and the Dominican Republic Navy. Bravo Zulu to the rescuers! 👏 @USCG #RescueMission https://t.co/t1XJOESeeS",4,25,126,10506.0,0,en,0.7297795952435694,1.0,0,2,Public Service and Community Engagement
us,repbethvanduyne,1740478215641027005_a,1339633259349745670_a,2023-12-28 23:38:45.917000,2023-12-28 21:01:57,"I continue to hear from North Texans about how the economy stinks – prices are up across the board, home ownership is out of reach for many, and credit card bills are piling up. Yet, instead of working with us on solutions, @POTUS would rather complain about media coverage of his… https://t.co/HbDjtu6Ruf",20,9,34,1289.0,0,en,0.7196704097342232,1.0,0,2,Public Service and Community Engagement
us,frankpallone,1740456855321850313_a,31801993_a,2023-12-28 23:38:46.979000,2023-12-28 19:37:05,"Ukrainian forces continue to fight back against Russian aggression, but if Congress doesn't act soon they will run out of weapons &amp; resources. Putin knows this &amp; is counting on Republicans to block U.S. support for Ukraine. We cannot allow that to happen.
https://t.co/oanO8jP6fd",0,2,7,408.0,0,en,0.7761355039352351,1.0,0,2,Public Service and Community Engagement
us,reppressley,1740428283093889193_a,1080584229510172678_a,2023-12-28 23:38:47.199000,2023-12-28 17:43:32,RT @TheAdvocateMag: Ayanna Pressley Introduces Bill to Counter Book Bans Nationwide https://t.co/FirC23toJP,0,42,0,,0,en,0.7095149878427579,0.0,0,2,Public Service and Community Engagement
us,congressmanraja,1740486360237318268_a,814179031956488192_a,2023-12-28 23:38:46.919000,2023-12-28 21:34:19,"This is a great start, but we must pass additional aid to help our allies in Ukraine. It must be one of Congress’s first priorities when we return in the New Year.
https://t.co/qmwOdkpQ4c",8,16,52,2381.0,0,en,0.7443380063308206,1.0,0,2,Public Service and Community Engagement
us,repbethvanduyne,1740456606356132270_a,1339633259349745670_a,2023-12-28 23:38:45.917000,2023-12-28 19:36:05,"On this day in 1945, Congress adopted the Pledge of Allegiance into the United States Flag Code. The Pledge affirms the values and freedom that the American flag represents! 🇺🇸 https://t.co/LCRyIEuetK",6,2,11,536.0,0,en,0.70827822531372,0.0,0,-1,outlier
us,deptofdefense,1740432427112083937_a,66369181_a,2023-12-28 23:38:46.243000,2023-12-28 18:00:00,"Strength in unity! Combined Resolve 24-01, a dynamic training exercise by @USArmyEURAF, brings together 4,000 soldiers from 14 nations. Focused on readiness, it hones the capabilities of U.S. brigade combat teams and @NATO allies, reinforcing our shared deterrence. https://t.co/Wg8aJKZHqj",83,125,379,22399.0,0,en,0.746363658657921,1.0,0,2,Public Service and Community Engagement
us,wesleyhunttx,1740525154818474446_a,1112744620247662592_a,2023-12-29 05:37:52.308000,2023-12-29 00:08:28,"Since everyone is talking about the civil war, let’s talk about Maine…

The most recent example of Democrats acting to remove a candidate for President from the ballot.  

The last time this happened?  The civil war.

The last party who did it?  The Democrats.

The party doing…",742,3190,9449,350891.0,0,en,0.7209739700809377,1.0,0,2,Public Service and Community Engagement
us,senatorfischer,1740553784479125686_a,1071402577_a,2023-12-29 05:37:57.375000,2023-12-29 02:02:14,"We believe in elections in this country. But Maine’s Secretary of State seems to have placed her personal feelings about Donald Trump before the right of voters to a free and fair election. This self-serving, unilateral, and deeply unAmerican decision cannot stand.",587,330,1453,57494.0,0,en,0.7252853709853351,1.0,0,2,Public Service and Community Engagement
us,repbarrymoore,1740559098863632728_a,1339006078688825344_a,2023-12-29 05:37:59.812000,2023-12-29 02:23:21,"Another day, another corrupt attempt by radical Democrats to weaponize government against President Trump. 

The American people deserve better.",62,96,317,45478.0,0,en,0.7225371517520689,1.0,0,2,Public Service and Community Engagement
us,reptroycarter,1740569357892419980_a,1352760304271241218_a,2023-12-29 05:38:00.743000,2023-12-29 03:04:07,"Had a fantastic meal and experience tonight @sunchong restaurant in the French Quarter!

Great food!
Great service!
Great vibe!

Come out and support this new and outstanding, locally owned restaurant!

240 DECATUR ST., NEW ORLEANS, LA 70130

504-355-0022 https://t.co/ZcyLGXq9FW",0,1,6,435.0,0,en,0.6448402531117199,0.0,0,2,Public Service and Community Engagement
us,repdalestrong,1740565918193947120_a,825191196775546883_a,2023-12-29 05:38:01.213000,2023-12-29 02:50:27,"When I first met Elbert Peters at a Monrovia Men’s Club Barbecue, he shared the idea of starting the Republican Men’s Club Breakfast— something that has now been successful for many years.
Elbert paved the way for the Alabama Republican Party to become what it is today. https://t.co/18TaCa3Uq5",2,2,10,350.0,0,en,0.6794967195476393,0.0,0,2,Public Service and Community Engagement
us,repdalestrong,1740564878891385236_a,825191196775546883_a,2023-12-29 05:38:01.213000,2023-12-29 02:46:19,"I’ve known Elbert Peters for decades, and I admire the role he played in growing the Republican Party. He was a true Conservative Republican through and through. He was instrumental in making the Alabama Republican Party what it is today.",1,1,8,668.0,0,en,0.679082732313672,0.0,0,2,Public Service and Community Engagement
